age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
4.07753744390572,management,married,tertiary,no,7.670428522190693,yes,no,unknown,5,may,5.568344503761097,0.6931471805599453,0.0,0.0,nonexistent,no
3.8066624897703196,technician,single,secondary,no,3.4011973816621555,yes,no,unknown,5,may,5.0238805208462765,0.6931471805599453,0.0,0.0,nonexistent,no
3.5263605246161616,entrepreneur,married,secondary,no,1.0986122886681096,yes,yes,unknown,5,may,4.343805421853684,0.6931471805599453,0.0,0.0,nonexistent,no
3.8712010109078907,blue-collar,married,secondary,no,7.317876198626496,yes,no,unknown,5,may,4.532599493153256,0.6931471805599453,0.0,0.0,nonexistent,no
3.5263605246161616,blue-collar,single,secondary,no,0.6931471805599453,no,no,unknown,5,may,5.293304824724492,0.6931471805599453,0.0,0.0,nonexistent,no
3.58351893845611,management,married,tertiary,no,5.44673737166631,yes,no,unknown,5,may,4.941642422609304,0.6931471805599453,0.0,0.0,nonexistent,no
3.367295829986474,management,single,tertiary,no,6.104793232414985,yes,yes,unknown,5,may,5.384495062789089,0.6931471805599453,0.0,0.0,nonexistent,no
3.7612001156935624,entrepreneur,divorced,tertiary,yes,1.0986122886681096,yes,no,unknown,5,may,5.942799375126701,0.6931471805599453,0.0,0.0,nonexistent,no
4.07753744390572,retired,married,primary,no,4.804021044733257,yes,no,unknown,5,may,3.9318256327243257,0.6931471805599453,0.0,0.0,nonexistent,no
3.784189633918261,technician,single,secondary,no,6.386879319362645,yes,no,unknown,5,may,4.02535169073515,0.6931471805599453,0.0,0.0,nonexistent,no
3.7376696182833684,admin.,divorced,secondary,no,5.602118820879701,yes,no,unknown,5,may,5.407171771460119,0.6931471805599453,0.0,0.0,nonexistent,no
3.4011973816621555,admin.,single,secondary,no,5.968707559985366,yes,no,unknown,5,may,4.927253685157205,0.6931471805599453,0.0,0.0,nonexistent,no
3.9889840465642745,technician,married,secondary,no,1.9459101490553132,yes,no,unknown,5,may,6.249975242259483,0.6931471805599453,0.0,0.0,nonexistent,no
4.07753744390572,technician,married,secondary,no,4.276666119016055,yes,no,unknown,5,may,4.276666119016055,0.6931471805599453,0.0,0.0,nonexistent,no
4.060443010546419,services,married,secondary,no,5.093750200806762,yes,no,unknown,5,may,5.1647859739235145,0.6931471805599453,0.0,0.0,nonexistent,no
3.9512437185814275,retired,married,primary,no,5.438079308923196,yes,no,unknown,5,may,5.869296913133774,0.6931471805599453,0.0,0.0,nonexistent,no
3.828641396489095,admin.,single,secondary,no,2.639057329615259,yes,no,unknown,5,may,4.59511985013459,0.6931471805599453,0.0,0.0,nonexistent,no
4.060443010546419,blue-collar,married,primary,no,3.970291913552122,yes,no,unknown,5,may,3.6635616461296463,0.6931471805599453,0.0,0.0,nonexistent,no
4.110873864173311,retired,married,primary,no,4.110873864173311,yes,no,unknown,5,may,5.393627546352361,0.6931471805599453,0.0,0.0,nonexistent,no
3.5263605246161616,services,married,secondary,no,0.0,yes,no,unknown,5,may,4.007333185232471,0.6931471805599453,0.0,0.0,nonexistent,no
3.367295829986474,blue-collar,married,secondary,no,6.584791392385716,yes,yes,unknown,5,may,5.572154032177765,0.6931471805599453,0.0,0.0,nonexistent,no
4.04305126783455,management,married,tertiary,no,6.659293919683638,yes,no,unknown,5,may,5.10594547390058,0.6931471805599453,0.0,0.0,nonexistent,no
3.4965075614664802,blue-collar,single,primary,no,3.1780538303479458,yes,yes,unknown,5,may,5.081404364984463,0.6931471805599453,0.0,0.0,nonexistent,no
3.258096538021482,services,married,secondary,no,3.9318256327243257,yes,no,unknown,5,may,5.83773044716594,0.6931471805599453,0.0,0.0,nonexistent,no
3.713572066704308,retired,married,primary,no,0.0,yes,yes,unknown,5,may,5.204006687076795,0.6931471805599453,0.0,0.0,nonexistent,no
3.8066624897703196,admin.,married,secondary,no,0.0,yes,no,unknown,5,may,5.153291594497779,0.6931471805599453,0.0,0.0,nonexistent,no
3.6888794541139363,management,single,tertiary,no,5.545177444479562,yes,no,unknown,5,may,5.6937321388027,0.6931471805599453,0.0,0.0,nonexistent,no
3.970291913552122,entrepreneur,married,secondary,no,4.736198448394496,yes,yes,unknown,5,may,4.852030263919617,0.6931471805599453,0.0,0.0,nonexistent,no
3.8501476017100584,management,single,secondary,no,0.0,yes,no,unknown,5,may,5.545177444479562,1.0986122886681096,0.0,0.0,nonexistent,no
3.6109179126442243,technician,single,secondary,no,5.583496308781699,yes,yes,unknown,5,may,5.855071922202427,0.6931471805599453,0.0,0.0,nonexistent,no
4.060443010546419,technician,married,secondary,no,6.733401891837359,no,yes,unknown,5,may,5.420534999272286,0.6931471805599453,0.0,0.0,nonexistent,no
3.912023005428146,management,married,tertiary,no,5.937536205082426,yes,no,unknown,5,may,5.442417710521793,0.6931471805599453,0.0,0.0,nonexistent,no
4.110873864173311,admin.,married,secondary,no,3.6888794541139363,yes,yes,unknown,5,may,5.342334251964811,0.6931471805599453,0.0,0.0,nonexistent,no
4.0943445622221,blue-collar,married,secondary,no,0.0,yes,no,unknown,5,may,5.424950017481403,0.6931471805599453,0.0,0.0,nonexistent,no
3.9512437185814275,management,married,tertiary,no,9.27199975236291,yes,no,unknown,5,may,5.820082930352362,0.6931471805599453,0.0,0.0,nonexistent,no
4.060443010546419,technician,divorced,secondary,no,4.1588830833596715,yes,no,unknown,5,may,5.493061443340548,0.6931471805599453,0.0,0.0,nonexistent,no
3.258096538021482,blue-collar,married,secondary,no,0.0,yes,no,unknown,5,may,5.902633333401366,0.6931471805599453,0.0,0.0,nonexistent,no
3.9889840465642745,technician,married,secondary,no,0.0,no,no,unknown,5,may,7.418780882750794,0.6931471805599453,0.0,0.0,nonexistent,no
3.6109179126442243,admin.,divorced,secondary,no,6.2285110035911835,yes,no,unknown,5,may,6.359573868672378,0.6931471805599453,0.0,0.0,nonexistent,no
3.6375861597263857,admin.,single,secondary,no,0.0,yes,no,unknown,5,may,4.927253685157205,0.6931471805599453,0.0,0.0,nonexistent,no
3.8066624897703196,services,divorced,secondary,no,7.8582541821860294,yes,no,unknown,5,may,5.081404364984463,0.6931471805599453,0.0,0.0,nonexistent,no
3.9318256327243257,management,married,secondary,no,3.912023005428146,yes,no,unknown,5,may,5.198497031265826,1.0986122886681096,0.0,0.0,nonexistent,no
4.110873864173311,blue-collar,married,secondary,no,4.653960350157523,yes,no,unknown,5,may,3.1354942159291497,0.6931471805599453,0.0,0.0,nonexistent,no
4.007333185232471,retired,married,secondary,no,6.272877006546167,yes,no,unknown,5,may,7.30854279753919,0.6931471805599453,0.0,0.0,nonexistent,no
4.07753744390572,retired,married,secondary,no,4.574710978503383,yes,no,unknown,5,may,6.424869023905388,0.6931471805599453,0.0,0.0,nonexistent,no
3.6109179126442243,admin.,single,primary,no,0.0,yes,no,unknown,5,may,5.493061443340548,0.6931471805599453,0.0,0.0,nonexistent,no
4.07753744390572,self-employed,married,tertiary,no,0.0,yes,no,unknown,5,may,5.87493073085203,0.6931471805599453,0.0,0.0,nonexistent,no
3.8066624897703196,technician,married,secondary,no,0.0,yes,no,unknown,5,may,5.420534999272286,1.0986122886681096,0.0,0.0,nonexistent,no
4.02535169073515,technician,divorced,secondary,no,0.0,no,no,unknown,5,may,5.081404364984463,0.6931471805599453,0.0,0.0,nonexistent,no
3.4011973816621555,management,single,tertiary,no,0.0,yes,no,unknown,5,may,5.8971538676367405,0.6931471805599453,0.0,0.0,nonexistent,no
4.007333185232471,blue-collar,married,secondary,no,7.163946684342547,yes,no,unknown,5,may,5.58724865840025,0.6931471805599453,0.0,0.0,nonexistent,no
3.8918202981106265,management,divorced,tertiary,no,0.0,yes,no,unknown,5,may,5.537334267018537,0.6931471805599453,0.0,0.0,nonexistent,no
3.4965075614664802,management,married,tertiary,no,0.0,yes,no,unknown,5,may,5.19295685089021,0.6931471805599453,0.0,0.0,nonexistent,no
3.7612001156935624,admin.,single,secondary,no,0.0,yes,no,unknown,5,may,6.669498089857879,0.6931471805599453,0.0,0.0,nonexistent,no
3.2188758248682006,technician,single,secondary,no,0.0,yes,yes,unknown,5,may,4.983606621708336,0.6931471805599453,0.0,0.0,nonexistent,no
3.6635616461296463,entrepreneur,single,tertiary,no,5.497168225293202,no,yes,unknown,5,may,5.1647859739235145,0.6931471805599453,0.0,0.0,nonexistent,no
3.6635616461296463,management,single,tertiary,no,6.052089168924417,yes,no,unknown,5,may,4.653960350157523,0.6931471805599453,0.0,0.0,nonexistent,no
3.8712010109078907,blue-collar,married,secondary,no,5.726847747587197,yes,no,unknown,5,may,2.639057329615259,0.6931471805599453,0.0,0.0,nonexistent,no
3.713572066704308,blue-collar,single,secondary,no,3.2188758248682006,yes,no,unknown,5,may,5.225746673713202,0.6931471805599453,0.0,0.0,nonexistent,no
3.8501476017100584,services,married,primary,no,5.19295685089021,yes,no,unknown,5,may,7.483806687665835,0.6931471805599453,0.0,0.0,nonexistent,no
3.4965075614664802,admin.,married,tertiary,no,0.0,yes,no,unknown,5,may,4.9344739331306915,0.6931471805599453,0.0,0.0,nonexistent,no
3.9889840465642745,technician,divorced,secondary,no,6.897704943128636,yes,no,unknown,5,may,6.70073110954781,0.6931471805599453,0.0,0.0,nonexistent,no
